,rate,ampl,duration
C3_mov_9_1,1.0,2.8239662415515068e-06,140.0
C3_mov_9_2,1.0,1.675934630452673e-06,172.0
C3_rel_9_0,0.6666666666666666,2.75960201928346e-06,188.0
C3_post_9_0,0.3333333333333333,1.8460778387563533e-06,180.0
C3_p-post_9_0,0.3993610223642173,2.9864584671363654e-06,164.0
C3_p-pre_10_0,2.5,2.3394481764695517e-06,108.0
C3_pre_10_0,0,0,0
C3_prep_10_0,0,0,0
C3_mov_10_0,0.6666666666666666,1.6176207014809875e-06,112.0
C3_mov_10_1,0.6666666666666666,1.276837589196412e-06,108.0
C3_rel_10_0,0,0,0
C3_post_10_0,0.6666666666666666,2.6307561696404505e-06,128.0
C3_post_10_1,0.6666666666666666,2.037597929034857e-06,108.0
C3_p-post_10_0,0.3993610223642173,3.562687677166971e-06,124.0
C3_p-pre_11_0,0,0,0
C3_pre_11_0,0,0,0
C3_prep_11_0,0,0,0
C3_mov_11_0,0.3333333333333333,1.2097895680378902e-06,132.0
C3_rel_11_0,0,0,0
C3_post_11_0,0,0,0
C3_p-post_11_0,0.3993610223642173,2.7292364355107517e-06,156.0
C3_p-pre_12_0,0,0,0
C3_pre_12_0,0,0,0
C3_prep_12_0,0,0,0
C3_mov_12_0,0.3333333333333333,2.5865762591237154e-06,136.0
C3_rel_12_0,0.6666666666666666,1.2277169955746172e-06,120.0
C3_post_12_0,0.3333333333333333,1.3593520096179516e-06,148.0
C3_p-post_12_0,0.3993610223642173,2.579447552826799e-06,128.0
C3_p-pre_13_0,0,0,0
C3_pre_13_0,1.0,2.705409806397614e-06,188.0
C3_prep_13_0,1.6666666666666667,1.0816292734516311e-06,192.0
C3_mov_13_0,0.6666666666666666,1.7359320970132553e-06,144.0
C3_mov_13_1,0.6666666666666666,2.958539413023698e-06,172.0
C3_rel_13_0,1.3333333333333333,6.467354018281025e-07,104.0
C3_rel_13_1,1.3333333333333333,8.821070150832014e-07,108.0
C3_post_13_0,0.3333333333333333,1.3283942678955208e-06,188.0
C3_p-post_13_0,0.3993610223642173,1.262785828293994e-06,132.0
C3_p-pre_14_0,0,0,0
C3_pre_14_0,1.0,1.3859430895020481e-06,156.0
C3_prep_14_0,0,0,0
C3_mov_14_0,0.6666666666666666,8.224253394074316e-07,160.0
C3_mov_14_1,0.6666666666666666,5.772757215707978e-07,116.0
C3_rel_14_0,0.6666666666666666,1.3313966716676682e-06,132.0
C3_post_14_0,0.6666666666666666,1.4368102823594623e-06,112.0
C3_post_14_1,0.6666666666666666,2.210102031217144e-06,104.0
C3_p-post_14_0,0.3993610223642173,1.7662514439919502e-06,116.0
C3_p-pre_15_0,0,0,0
C3_pre_15_0,1.0,1.2411278049382035e-06,160.0
C3_prep_15_0,0,0,0
C3_mov_15_0,0.3333333333333333,1.8036493027618688e-06,132.0
C3_rel_15_0,0,0,0
C3_post_15_0,0.6666666666666666,1.379156476322716e-06,124.0
C3_post_15_1,0.6666666666666666,2.1145382653282994e-06,144.0
C3_p-post_15_0,0.3993610223642173,1.393490486639373e-06,128.0
C3_p-pre_16_0,0,0,0
C3_pre_16_0,1.0,1.4163338853467163e-06,112.0
C3_prep_16_0,0,0,0
C3_mov_16_0,0.3333333333333333,1.5833336533185434e-06,236.0
C3_rel_16_0,0,0,0
C3_post_16_0,0.3333333333333333,9.048557069765259e-07,168.0
C3_p-post_16_0,0.3993610223642173,1.4736873415401238e-06,152.0
C3_p-pre_17_0,0,0,0
C3_pre_17_0,0,0,0
C3_prep_17_0,0,0,0
C3_mov_17_0,0.3333333333333333,9.491597122718839e-07,140.0
C3_rel_17_0,0.6666666666666666,1.2907935723127997e-06,148.0
C3_post_17_0,0,0,0
C3_p-post_17_0,0.7987220447284346,2.0375201496376016e-06,116.0
C3_p-post_17_1,0.7987220447284346,1.4716684861331003e-06,108.0
C3_p-pre_18_0,0,0,0
C3_pre_18_0,0,0,0
C3_prep_18_0,0,0,0
C3_mov_18_0,0.3333333333333333,1.0483112286507316e-06,132.0
C3_rel_18_0,0,0,0
C3_post_18_0,0,0,0
C3_p-post_18_0,0.7987220447284346,9.781880279011383e-07,108.0
C3_p-post_18_1,0.7987220447284346,1.2593279975694727e-06,120.0
C3_p-pre_19_0,0,0,0
C3_pre_19_0,0,0,0
C3_prep_19_0,0,0,0
C3_mov_19_0,0,0,0
C3_rel_19_0,0,0,0
C3_post_19_0,0.3333333333333333,1.7020722594026236e-06,156.0
C3_p-post_19_0,0.3993610223642173,2.129367298670557e-06,216.0
C3_p-pre_20_0,2.5,1.1260347139652564e-06,148.0
C3_pre_20_0,1.0,2.479544872294154e-06,140.0
C3_prep_20_0,0,0,0
C3_mov_20_0,0.6666666666666666,1.1346532369240885e-06,144.0
C3_mov_20_1,0.6666666666666666,8.94403448360819e-07,112.0
C3_rel_20_0,0.6666666666666666,1.1853808623238575e-06,120.0
C3_post_20_0,0.3333333333333333,1.1842209744953712e-06,168.0
C3_p-post_20_0,0.3993610223642173,2.5144789173341273e-06,104.0
C3_p-pre_21_0,0,0,0
C3_pre_21_0,0,0,0
C3_prep_21_0,0,0,0
C3_mov_21_0,0.3333333333333333,1.1145511226195587e-06,128.0
C3_rel_21_0,0,0,0
C3_post_21_0,0.3333333333333333,1.3883310858064024e-06,228.0
C3_p-post_21_0,1.1980830670926517,8.755015339439906e-07,120.0
C3_p-post_21_1,1.1980830670926517,2.197385112487999e-06,104.0
C3_p-post_21_2,1.1980830670926517,8.577219973829111e-07,112.0
C3_p-pre_22_0,0,0,0
C3_pre_22_0,0,0,0
C3_prep_22_0,0,0,0
C3_mov_22_0,0.6666666666666666,1.924546144087101e-06,104.0
C3_mov_22_1,0.6666666666666666,1.137253962494367e-06,132.0
C3_rel_22_0,0.6666666666666666,7.268672176613912e-07,112.0
C3_post_22_0,0.3333333333333333,1.3092518943190357e-06,104.0
C3_p-post_22_0,0,0,0
C3_p-pre_23_0,0,0,0
C3_pre_23_0,0,0,0
C3_prep_23_0,0,0,0
C3_mov_23_0,0.6666666666666666,1.3836052357149913e-06,128.0
C3_mov_23_1,0.6666666666666666,9.846848358566671e-07,112.0
C3_rel_23_0,0.6666666666666666,2.2849234892309693e-06,144.0
C3_post_23_0,0.3333333333333333,1.4524013841199178e-06,112.0
C3_p-post_23_0,0.3993610223642173,1.930547230514867e-06,208.0
C3_p-pre_24_0,0,0,0
C3_pre_24_0,0,0,0
C3_prep_24_0,0,0,0
C3_mov_24_0,0.6666666666666666,1.2373993492819725e-06,108.0
C3_mov_24_1,0.6666666666666666,8.246122287349904e-07,124.0
C3_rel_24_0,1.3333333333333333,8.246122287349904e-07,148.0
C3_rel_24_1,1.3333333333333333,9.166376077573707e-07,252.0
C3_post_24_0,0.3333333333333333,2.2183783430683248e-06,132.0
C3_p-post_24_0,0,0,0
C3_p-pre_25_0,0,0,0
C3_pre_25_0,0,0,0
C3_prep_25_0,0,0,0
C3_mov_25_0,0.6666666666666666,9.143418957624289e-07,120.0
C3_mov_25_1,0.6666666666666666,9.58082081988642e-07,108.0
C3_rel_25_0,0,0,0
C3_post_25_0,0.3333333333333333,3.5166684225617516e-06,180.0
C3_p-post_25_0,0.3993610223642173,1.3038875492673928e-06,128.0
C3_p-pre_26_0,0,0,0
C3_pre_26_0,1.0,1.2920607411401885e-06,124.0
C3_prep_26_0,0,0,0
C3_mov_26_0,0.3333333333333333,9.587710210377288e-07,140.0
C3_rel_26_0,1.3333333333333333,8.042051766433781e-07,104.0
C3_rel_26_1,1.3333333333333333,1.1246873801613979e-06,120.0
C3_post_26_0,0,0,0
C3_p-post_26_0,1.1980830670926517,1.608371275561416e-06,108.0
C3_p-post_26_1,1.1980830670926517,1.7424840643097117e-06,192.0
C3_p-post_26_2,1.1980830670926517,9.924669533217977e-07,112.0
C3_p-pre_27_0,0,0,0
C3_pre_27_0,1.0,1.367307559143999e-06,104.0
C3_prep_27_0,0,0,0
C3_mov_27_0,0.6666666666666666,1.1882245871914981e-06,164.0
C3_mov_27_1,0.6666666666666666,1.0534154184277086e-06,136.0
C3_rel_27_0,1.3333333333333333,1.0534154184277086e-06,128.0
C3_rel_27_1,1.3333333333333333,9.524735626463925e-07,132.0
C3_post_27_0,0.6666666666666666,1.2712587715443183e-06,112.0
C3_post_27_1,0.6666666666666666,2.686679994002767e-06,112.0
C3_p-post_27_0,0.7987220447284346,1.193179393122215e-06,192.0
C3_p-post_27_1,0.7987220447284346,8.584346958308765e-07,108.0
CP5_p-pre_1_0,0,0,0
CP5_pre_1_0,0,0,0
CP5_prep_1_0,0,0,0
CP5_mov_1_0,0.3333333333333333,9.706287027351117e-07,136.0
CP5_rel_1_0,0,0,0
CP5_post_1_0,0.3333333333333333,1.2878129344475422e-06,104.0
CP5_p-post_1_0,0.3993610223642173,2.432894676620437e-06,188.0
CP5_p-pre_2_0,0,0,0
CP5_pre_2_0,1.0,1.7965344210907207e-06,108.0
CP5_prep_2_0,1.6666666666666667,1.513378203110924e-06,136.0
CP5_mov_2_0,0.3333333333333333,1.3079576094308023e-06,144.0
CP5_rel_2_0,0,0,0
CP5_post_2_0,0,0,0
CP5_p-post_2_0,0.3993610223642173,1.6183589860239193e-06,120.0
CP5_p-pre_3_0,0,0,0
CP5_pre_3_0,1.0,3.60427769156447e-07,116.0
CP5_prep_3_0,0,0,0
CP5_mov_3_0,0.3333333333333333,1.0394312797919322e-06,172.0
CP5_rel_3_0,0,0,0
CP5_post_3_0,0.3333333333333333,5.49339967149795e-07,108.0
CP5_p-post_3_0,0.3993610223642173,1.2177259409379654e-06,136.0
CP5_p-pre_4_0,0,0,0
CP5_pre_4_0,1.0,1.4501623752744328e-06,108.0
CP5_prep_4_0,0,0,0
CP5_mov_4_0,0,0,0
CP5_rel_4_0,0,0,0
CP5_post_4_0,0,0,0
CP5_p-post_4_0,0,0,0
CP5_p-pre_5_0,0,0,0
CP5_pre_5_0,1.0,1.639515926221855e-06,108.0
CP5_prep_5_0,0,0,0
CP5_mov_5_0,0,0,0
CP5_rel_5_0,0,0,0
CP5_post_5_0,0.3333333333333333,1.596740264910509e-06,144.0
CP5_p-post_5_0,0.3993610223642173,9.740524876900661e-07,116.0
CP5_p-pre_6_0,2.5,9.5244244840999e-07,152.0
CP5_pre_6_0,1.0,9.5244244840999e-07,152.0
CP5_prep_6_0,1.6666666666666667,2.1259044111715935e-06,140.0
CP5_mov_6_0,0.3333333333333333,1.6457814097022693e-06,148.0
CP5_rel_6_0,0,0,0
CP5_post_6_0,0.6666666666666666,1.3401490197339821e-06,104.0
CP5_post_6_1,0.6666666666666666,1.1521502037566052e-06,104.0
CP5_p-post_6_0,0,0,0
CP5_p-pre_7_0,0,0,0
CP5_pre_7_0,0,0,0
CP5_prep_7_0,0,0,0
CP5_mov_7_0,0.6666666666666666,1.6301316859841559e-06,104.0
CP5_mov_7_1,0.6666666666666666,1.1846207804843504e-06,104.0
CP5_rel_7_0,0,0,0
CP5_post_7_0,0.3333333333333333,1.573802154254283e-06,104.0
CP5_p-post_7_0,0,0,0
CP5_p-pre_8_0,0,0,0
CP5_pre_8_0,0,0,0
CP5_prep_8_0,0,0,0
CP5_mov_8_0,0.3333333333333333,1.254161741275041e-06,144.0
CP5_rel_8_0,0,0,0
CP5_post_8_0,0.6666666666666666,1.1993477352975755e-06,176.0
CP5_post_8_1,0.6666666666666666,6.800114336528912e-07,132.0
CP5_p-post_8_0,0,0,0
CP5_p-pre_9_0,2.5,1.1362887851527267e-06,156.0
CP5_pre_9_0,1.0,1.1362887851527267e-06,120.0
CP5_prep_9_0,0,0,0
CP5_mov_9_0,1.0,6.391342701675482e-07,112.0
CP5_mov_9_1,1.0,9.270100908003008e-07,116.0
CP5_mov_9_2,1.0,1.9667823403557206e-06,128.0
CP5_rel_9_0,0.6666666666666666,1.6760464150325507e-06,128.0
CP5_post_9_0,0.6666666666666666,1.6760464150325507e-06,196.0
CP5_post_9_1,0.6666666666666666,1.181174062040765e-06,104.0
CP5_p-post_9_0,0.7987220447284346,1.9037177110174424e-06,128.0
CP5_p-post_9_1,0.7987220447284346,1.013899567385241e-06,128.0
CP5_p-pre_10_0,0,0,0
CP5_pre_10_0,0,0,0
CP5_prep_10_0,0,0,0
CP5_mov_10_0,0.6666666666666666,8.972414611246666e-07,292.0
CP5_mov_10_1,0.6666666666666666,9.059634264914163e-07,104.0
CP5_rel_10_0,0.6666666666666666,7.081218175094917e-07,108.0
CP5_post_10_0,0.3333333333333333,1.2065564695899339e-06,132.0
CP5_p-post_10_0,0.3993610223642173,2.606067982776367e-06,108.0
CP5_p-pre_11_0,0,0,0
CP5_pre_11_0,1.0,1.049357214917848e-06,104.0
CP5_prep_11_0,0,0,0
CP5_mov_11_0,0.3333333333333333,4.720337543453535e-07,180.0
CP5_rel_11_0,0.6666666666666666,1.3695223270326266e-06,120.0
CP5_post_11_0,0.3333333333333333,1.1724308854459373e-06,156.0
CP5_p-post_11_0,0.3993610223642173,1.1264634559459063e-06,148.0
CP5_p-pre_12_0,0,0,0
CP5_pre_12_0,0,0,0
CP5_prep_12_0,0,0,0
CP5_mov_12_0,0.3333333333333333,1.3215325485863648e-06,116.0
CP5_rel_12_0,0.6666666666666666,1.5003319134365685e-06,128.0
CP5_post_12_0,0,0,0
CP5_p-post_12_0,0.3993610223642173,9.274100216957709e-07,144.0
CP5_p-pre_13_0,0,0,0
CP5_pre_13_0,0,0,0
CP5_prep_13_0,1.6666666666666667,7.760956378541652e-07,112.0
CP5_mov_13_0,0.3333333333333333,5.751578079382106e-07,104.0
CP5_rel_13_0,0,0,0
CP5_post_13_0,0.3333333333333333,1.5267839194958289e-06,112.0
CP5_p-post_13_0,0.3993610223642173,8.649891162966623e-07,140.0
CP5_p-pre_14_0,0,0,0
CP5_pre_14_0,0,0,0
CP5_prep_14_0,0,0,0
CP5_mov_14_0,0,0,0
CP5_rel_14_0,0,0,0
CP5_post_14_0,0.6666666666666666,1.341466526930041e-06,104.0
CP5_post_14_1,0.6666666666666666,2.0807012586081514e-06,112.0
CP5_p-post_14_0,0,0,0
CP5_p-pre_15_0,0,0,0
CP5_pre_15_0,1.0,6.883282662296833e-07,104.0
CP5_prep_15_0,0,0,0
CP5_mov_15_0,0.6666666666666666,9.592196659448305e-07,108.0
CP5_mov_15_1,0.6666666666666666,1.2905369519159637e-06,164.0
CP5_rel_15_0,0.6666666666666666,1.1522293345666052e-06,148.0
CP5_post_15_0,0,0,0
CP5_p-post_15_0,0.3993610223642173,1.2354507256907263e-06,180.0
CP5_p-pre_16_0,0,0,0
CP5_pre_16_0,0,0,0
CP5_prep_16_0,0,0,0
CP5_mov_16_0,0,0,0
CP5_rel_16_0,0.6666666666666666,1.0108617756727691e-06,104.0
CP5_post_16_0,0.3333333333333333,1.0781174701760985e-06,124.0
CP5_p-post_16_0,0.3993610223642173,3.684927792237141e-07,108.0
CP5_p-pre_17_0,0,0,0
CP5_pre_17_0,0,0,0
CP5_prep_17_0,1.6666666666666667,5.268950919294469e-07,132.0
CP5_mov_17_0,0.3333333333333333,2.0724331377691263e-06,112.0
CP5_rel_17_0,0.6666666666666666,1.4022711507195973e-06,172.0
CP5_post_17_0,0.3333333333333333,1.0399748776834838e-06,132.0
CP5_p-post_17_0,0.3993610223642173,9.219906265738662e-07,120.0
CP5_p-pre_18_0,0,0,0
CP5_pre_18_0,0,0,0
CP5_prep_18_0,1.6666666666666667,9.158772065589561e-07,152.0
CP5_mov_18_0,0.3333333333333333,1.2649794091473832e-06,144.0
CP5_rel_18_0,0.6666666666666666,1.2649794091473832e-06,108.0
CP5_post_18_0,0,0,0
CP5_p-post_18_0,0.7987220447284346,1.1043180495503267e-06,120.0
CP5_p-post_18_1,0.7987220447284346,1.0226555479570796e-06,128.0
CP5_p-pre_19_0,0,0,0
CP5_pre_19_0,0,0,0
CP5_prep_19_0,0,0,0
CP5_mov_19_0,0,0,0
CP5_rel_19_0,0,0,0
CP5_post_19_0,0.3333333333333333,1.1567534037066215e-06,160.0
CP5_p-post_19_0,0.3993610223642173,1.4945344731465958e-06,236.0
CP5_p-pre_20_0,0,0,0
CP5_pre_20_0,0,0,0
CP5_prep_20_0,0,0,0
CP5_mov_20_0,0.3333333333333333,9.24588440242861e-07,108.0
CP5_rel_20_0,0,0,0
CP5_post_20_0,1.0,1.1153162146904567e-06,132.0
CP5_post_20_1,1.0,1.4088615289960986e-06,164.0
CP5_post_20_2,1.0,1.101531343998403e-06,120.0
CP5_p-post_20_0,0,0,0
CP5_p-pre_21_0,0,0,0
CP5_pre_21_0,1.0,1.7625656489538669e-06,116.0
CP5_prep_21_0,0,0,0
CP5_mov_21_0,0.3333333333333333,1.1583111132173702e-06,124.0
CP5_rel_21_0,0,0,0
CP5_post_21_0,0.6666666666666666,9.110616936508438e-07,144.0
CP5_post_21_1,0.6666666666666666,1.033632046830331e-06,124.0
CP5_p-post_21_0,0,0,0
CP5_p-pre_22_0,0,0,0
CP5_pre_22_0,0,0,0
CP5_prep_22_0,0,0,0
CP5_mov_22_0,0.3333333333333333,6.829196924797617e-07,120.0
CP5_rel_22_0,1.3333333333333333,5.13987974148455e-07,104.0
CP5_rel_22_1,1.3333333333333333,5.547179746385463e-07,136.0
CP5_post_22_0,1.0,1.366067826183078e-06,124.0
CP5_post_22_1,1.0,1.2294443708906266e-06,108.0
CP5_post_22_2,1.0,1.611265903504076e-06,176.0
CP5_p-post_22_0,0.3993610223642173,1.611265903504076e-06,184.0
CP5_p-pre_23_0,0,0,0
CP5_pre_23_0,0,0,0
CP5_prep_23_0,0,0,0
CP5_mov_23_0,0,0,0
CP5_rel_23_0,0.6666666666666666,1.6837772584166853e-06,116.0
CP5_post_23_0,0,0,0
CP5_p-post_23_0,0.3993610223642173,9.106853021596127e-07,220.0
CP5_p-pre_24_0,0,0,0
CP5_pre_24_0,0,0,0
CP5_prep_24_0,0,0,0
CP5_mov_24_0,0.6666666666666666,7.791229116841742e-07,128.0
CP5_mov_24_1,0.6666666666666666,6.231608788925673e-07,144.0
CP5_rel_24_0,0,0,0
CP5_post_24_0,0,0,0
CP5_p-post_24_0,0.7987220447284346,9.471233597932427e-07,148.0
CP5_p-post_24_1,0.7987220447284346,4.5524295489840747e-07,116.0
CP5_p-pre_25_0,2.5,1.6087744564030389e-06,236.0
CP5_pre_25_0,1.0,1.6087744564030389e-06,116.0
CP5_prep_25_0,0,0,0
CP5_mov_25_0,0.6666666666666666,5.191415168177468e-07,192.0
CP5_mov_25_1,0.6666666666666666,8.572411236954734e-07,152.0
CP5_rel_25_0,0.6666666666666666,1.1824448555700789e-06,184.0
CP5_post_25_0,0,0,0
CP5_p-post_25_0,0.3993610223642173,1.0405770218967904e-06,140.0
CP5_p-pre_26_0,0,0,0
CP5_pre_26_0,1.0,3.5580868776856435e-07,128.0
CP5_prep_26_0,0,0,0
CP5_mov_26_0,0.6666666666666666,7.736741716826917e-07,140.0
CP5_mov_26_1,0.6666666666666666,9.101432107472792e-07,176.0
CP5_rel_26_0,0,0,0
CP5_post_26_0,0.6666666666666666,1.364861572417518e-06,168.0
CP5_post_26_1,0.6666666666666666,1.1637921244302229e-06,132.0
CP5_p-post_26_0,0.7987220447284346,1.118148952123386e-06,104.0
CP5_p-post_26_1,0.7987220447284346,1.598582110981687e-06,104.0
CP5_p-pre_27_0,0,0,0
CP5_pre_27_0,1.0,1.2421592606441656e-06,136.0
CP5_prep_27_0,0,0,0
CP5_mov_27_0,0,0,0
CP5_rel_27_0,0,0,0
CP5_post_27_0,0.3333333333333333,7.193607232303358e-07,116.0
CP5_p-post_27_0,0,0,0
CP1_p-pre_1_0,0,0,0
CP1_pre_1_0,0,0,0
CP1_prep_1_0,0,0,0
CP1_mov_1_0,0.3333333333333333,8.525698134453489e-07,116.0
CP1_rel_1_0,0,0,0
CP1_post_1_0,0,0,0
CP1_p-post_1_0,0,0,0
CP1_p-pre_2_0,0,0,0
CP1_pre_2_0,0,0,0
CP1_prep_2_0,0,0,0
CP1_mov_2_0,0.6666666666666666,9.822644016589635e-07,108.0
CP1_mov_2_1,0.6666666666666666,1.137929929483584e-06,104.0
CP1_rel_2_0,0,0,0
CP1_post_2_0,0.3333333333333333,2.8152930847066515e-06,112.0
CP1_p-post_2_0,0,0,0
CP1_p-pre_3_0,0,0,0
CP1_pre_3_0,0,0,0
CP1_prep_3_0,0,0,0
CP1_mov_3_0,0.6666666666666666,8.981192566408006e-07,104.0
CP1_mov_3_1,0.6666666666666666,1.5393459619395063e-06,148.0
CP1_rel_3_0,0,0,0
CP1_post_3_0,0.3333333333333333,2.3402981615874053e-06,120.0
CP1_p-post_3_0,0.3993610223642173,2.154183299983565e-06,132.0
CP1_p-pre_4_0,0,0,0
CP1_pre_4_0,0,0,0
CP1_prep_4_0,0,0,0
CP1_mov_4_0,0.3333333333333333,1.2144108645890659e-06,116.0
CP1_rel_4_0,0.6666666666666666,1.3828758285017441e-06,116.0
CP1_post_4_0,0.3333333333333333,1.088120391898325e-06,128.0
CP1_p-post_4_0,0,0,0
CP1_p-pre_5_0,0,0,0
CP1_pre_5_0,0,0,0
CP1_prep_5_0,0,0,0
CP1_mov_5_0,0,0,0
CP1_rel_5_0,0.6666666666666666,3.9034643515821737e-07,104.0
CP1_post_5_0,0,0,0
CP1_p-post_5_0,0.3993610223642173,1.3604145552304718e-06,116.0
CP1_p-pre_6_0,0,0,0
CP1_pre_6_0,0,0,0
CP1_prep_6_0,0,0,0
CP1_mov_6_0,0.3333333333333333,1.258802483292521e-06,156.0
CP1_rel_6_0,0,0,0
CP1_post_6_0,0.3333333333333333,1.3899054609018048e-06,144.0
CP1_p-post_6_0,0.3993610223642173,1.4469764358894871e-06,112.0
CP1_p-pre_7_0,0,0,0
CP1_pre_7_0,1.0,1.3187891522717102e-06,104.0
CP1_prep_7_0,0,0,0
CP1_mov_7_0,0.3333333333333333,1.1471646542485437e-06,104.0
CP1_rel_7_0,0.6666666666666666,1.1223499408897858e-06,104.0
CP1_post_7_0,0.3333333333333333,1.9656125807734865e-06,124.0
CP1_p-post_7_0,0,0,0
CP1_p-pre_8_0,0,0,0
CP1_pre_8_0,1.0,2.4281413648329576e-06,120.0
CP1_prep_8_0,0,0,0
CP1_mov_8_0,0,0,0
CP1_rel_8_0,0,0,0
CP1_post_8_0,0.6666666666666666,8.782854692474823e-07,132.0
CP1_post_8_1,0.6666666666666666,1.4520657335829272e-06,108.0
CP1_p-post_8_0,0.3993610223642173,2.129736708959514e-06,112.0
CP1_p-pre_9_0,0,0,0
CP1_pre_9_0,0,0,0
CP1_prep_9_0,0,0,0
CP1_mov_9_0,0.6666666666666666,1.1216705025817945e-06,108.0
CP1_mov_9_1,0.6666666666666666,1.6297055176658541e-06,176.0
CP1_rel_9_0,0.6666666666666666,2.4738235777766596e-06,168.0
CP1_post_9_0,0.3333333333333333,1.5847074007939992e-06,176.0
CP1_p-post_9_0,0.7987220447284346,1.973032146348738e-06,132.0
CP1_p-post_9_1,0.7987220447284346,2.7068174419116735e-06,152.0
CP1_p-pre_10_0,2.5,2.044031269829648e-06,116.0
CP1_pre_10_0,0,0,0
CP1_prep_10_0,1.6666666666666667,1.4261657935441343e-06,112.0
CP1_mov_10_0,0.6666666666666666,1.4261657935441343e-06,124.0
CP1_mov_10_1,0.6666666666666666,1.136388794462932e-06,116.0
CP1_rel_10_0,0.6666666666666666,5.57926295804151e-07,112.0
CP1_post_10_0,0,0,0
CP1_p-post_10_0,0.3993610223642173,2.444269646856074e-06,108.0
CP1_p-pre_11_0,0,0,0
CP1_pre_11_0,0,0,0
CP1_prep_11_0,0,0,0
CP1_mov_11_0,0,0,0
CP1_rel_11_0,0,0,0
CP1_post_11_0,0,0,0
CP1_p-post_11_0,0.3993610223642173,1.1196982385032917e-06,192.0
CP1_p-pre_12_0,0,0,0
CP1_pre_12_0,0,0,0
CP1_prep_12_0,0,0,0
CP1_mov_12_0,0.3333333333333333,2.1904997662267226e-06,120.0
CP1_rel_12_0,0,0,0
CP1_post_12_0,0.3333333333333333,1.7596944068230324e-06,148.0
CP1_p-post_12_0,0,0,0
CP1_p-pre_13_0,0,0,0
CP1_pre_13_0,1.0,2.756584052877306e-06,192.0
CP1_prep_13_0,0,0,0
CP1_mov_13_0,0.6666666666666666,1.8191909487457946e-06,128.0
CP1_mov_13_1,0.6666666666666666,2.903718040511473e-06,164.0
CP1_rel_13_0,0.6666666666666666,1.3140479356000171e-06,132.0
CP1_post_13_0,0.3333333333333333,1.3786306797354919e-06,136.0
CP1_p-post_13_0,0.3993610223642173,1.540266674525736e-06,192.0
CP1_p-pre_14_0,0,0,0
CP1_pre_14_0,1.0,1.7261558202903097e-06,168.0
CP1_prep_14_0,1.6666666666666667,8.928967610056263e-07,112.0
CP1_mov_14_0,0.3333333333333333,8.154179836969192e-07,172.0
CP1_rel_14_0,0,0,0
CP1_post_14_0,0,0,0
CP1_p-post_14_0,0,0,0
CP1_p-pre_15_0,0,0,0
CP1_pre_15_0,1.0,1.5162919601982828e-06,136.0
CP1_prep_15_0,0,0,0
CP1_mov_15_0,0.3333333333333333,1.469486641824492e-06,164.0
CP1_rel_15_0,1.3333333333333333,1.2687263793728337e-06,108.0
CP1_rel_15_1,1.3333333333333333,5.773478898878378e-07,132.0
CP1_post_15_0,1.0,1.2178618737737323e-06,128.0
CP1_post_15_1,1.0,2.0009949146608703e-06,160.0
CP1_post_15_2,1.0,2.780777217317327e-06,152.0
CP1_p-post_15_0,0.3993610223642173,1.3675953412907e-06,140.0
CP1_p-pre_16_0,0,0,0
CP1_pre_16_0,1.0,1.830294831703267e-06,112.0
CP1_prep_16_0,0,0,0
CP1_mov_16_0,0.6666666666666666,5.847889711625988e-07,108.0
CP1_mov_16_1,0.6666666666666666,1.0266076464540605e-06,136.0
CP1_rel_16_0,0.6666666666666666,6.753897241828741e-07,104.0
CP1_post_16_0,0.3333333333333333,7.8843750251515e-07,132.0
CP1_p-post_16_0,0.3993610223642173,1.3660255209263218e-06,216.0
CP1_p-pre_17_0,0,0,0
CP1_pre_17_0,1.0,2.3051056403792635e-06,104.0
CP1_prep_17_0,1.6666666666666667,9.379649856903123e-07,108.0
CP1_mov_17_0,0,0,0
CP1_rel_17_0,0,0,0
CP1_post_17_0,1.0,1.242495921197494e-06,104.0
CP1_post_17_1,1.0,1.1101935889831338e-06,112.0
CP1_post_17_2,1.0,1.4520887841494278e-06,136.0
CP1_p-post_17_0,0.7987220447284346,1.725586900596992e-06,128.0
CP1_p-post_17_1,0.7987220447284346,1.5114543013511557e-06,112.0
CP1_p-pre_18_0,0,0,0
CP1_pre_18_0,0,0,0
CP1_prep_18_0,1.6666666666666667,1.622664777707484e-06,132.0
CP1_mov_18_0,0.3333333333333333,9.955817482290728e-07,136.0
CP1_rel_18_0,0.6666666666666666,9.845548241300544e-07,108.0
CP1_post_18_0,0,0,0
CP1_p-post_18_0,0,0,0
CP1_p-pre_19_0,0,0,0
CP1_pre_19_0,0,0,0
CP1_prep_19_0,0,0,0
CP1_mov_19_0,0.6666666666666666,1.5914946946789701e-06,188.0
CP1_mov_19_1,0.6666666666666666,2.542689027320338e-06,128.0
CP1_rel_19_0,0.6666666666666666,2.3346690635892223e-06,108.0
CP1_post_19_0,0.6666666666666666,1.6332950363069115e-06,156.0
CP1_post_19_1,0.6666666666666666,6.639393250036244e-07,140.0
CP1_p-post_19_0,0.3993610223642173,1.867674807694485e-06,236.0
CP1_p-pre_20_0,2.5,1.1408798590721639e-06,132.0
CP1_pre_20_0,0,0,0
CP1_prep_20_0,0,0,0
CP1_mov_20_0,0.3333333333333333,1.418045787766492e-06,108.0
CP1_rel_20_0,0,0,0
CP1_post_20_0,0.3333333333333333,1.3819740145573676e-06,120.0
CP1_p-post_20_0,0.3993610223642173,2.2416669296488965e-06,108.0
